concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Assign seriousness,complete,Value 1,2013-11-14 11:18:39+00:00,Assign seriousness,Value 1,Case1299,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-12-02 06:02:05+00:00,Take in charge ticket,Value 2,Case1299,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2013-12-02 06:56:09+00:00,Wait,Value 2,Case1299,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2013-12-12 09:56:09+00:00,Resolve ticket,Value 2,Case1299,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-12-27 09:56:19+00:00,Closed,Value 3,Case1299,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-07-16 12:48:14+00:00,Assign seriousness,Value 13,Case4220,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-16 12:48:26+00:00,Take in charge ticket,Value 13,Case4220,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-07-16 12:50:27+00:00,Resolve ticket,Value 13,Case4220,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-01 05:13:21+00:00,Closed,Value 5,Case4220,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-06-22 10:55:05+00:00,Assign seriousness,Value 1,Case1552,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-06-22 10:55:18+00:00,Take in charge ticket,Value 1,Case1552,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-06-25 11:19:32+00:00,Resolve ticket,Value 1,Case1552,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-08-05 11:00:20+00:00,Closed,Value 5,Case1552,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-11-25 09:50:31+00:00,Assign seriousness,Value 14,Case322,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-11-25 09:50:46+00:00,Take in charge ticket,Value 14,Case322,Variant 3,3,Fluxicon Disco
Wait,complete,Value 14,2010-11-26 08:27:40+00:00,Wait,Value 14,Case322,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-12-13 13:43:50+00:00,Take in charge ticket,Value 14,Case322,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 14,2010-12-13 13:44:04+00:00,Resolve ticket,Value 14,Case322,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-12-28 13:44:23+00:00,Closed,Value 5,Case322,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-12-28 14:19:35+00:00,Assign seriousness,Value 13,Case4485,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 9,2013-01-24 10:47:45+00:00,Take in charge ticket,Value 9,Case4485,Variant 2,2,Fluxicon Disco
Wait,complete,Value 9,2013-01-24 12:16:03+00:00,Wait,Value 9,Case4485,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 9,2013-01-24 12:25:44+00:00,Resolve ticket,Value 9,Case4485,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-02-08 12:25:59+00:00,Closed,Value 3,Case4485,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 9,2010-08-30 07:51:01+00:00,Assign seriousness,Value 9,Case1928,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-09-07 12:16:05+00:00,Take in charge ticket,Value 14,Case1928,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 14,2010-09-07 12:32:33+00:00,Resolve ticket,Value 14,Case1928,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-09-30 08:00:39+00:00,Closed,Value 5,Case1928,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 7,2010-10-26 13:01:15+00:00,Assign seriousness,Value 7,Case2045,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-10-27 10:36:39+00:00,Take in charge ticket,Value 16,Case2045,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-10-27 10:46:55+00:00,Resolve ticket,Value 16,Case2045,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-12-10 15:00:37+00:00,Closed,Value 5,Case2045,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-24 10:04:42+00:00,Assign seriousness,Value 2,Case2423,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 15,2010-06-07 06:34:31+00:00,Take in charge ticket,Value 15,Case2423,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 15,2010-06-07 06:37:38+00:00,Resolve ticket,Value 15,Case2423,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-25 10:10:19+00:00,Closed,Value 5,Case2423,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 19,2010-06-29 09:42:13+00:00,Assign seriousness,Value 19,Case4342,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 19,2010-07-29 09:35:09+00:00,Take in charge ticket,Value 19,Case4342,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 19,2010-07-29 10:07:48+00:00,Resolve ticket,Value 19,Case4342,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-08-13 10:07:57+00:00,Closed,Value 5,Case4342,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-11-15 06:19:05+00:00,Assign seriousness,Value 15,Case1347,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-11-15 08:14:08+00:00,Take in charge ticket,Value 14,Case1347,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 14,2010-11-17 09:25:24+00:00,Resolve ticket,Value 14,Case1347,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-12-29 06:20:31+00:00,Closed,Value 5,Case1347,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-01-26 08:51:34+00:00,Assign seriousness,Value 1,Case371,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-01-26 08:51:43+00:00,Take in charge ticket,Value 1,Case371,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-01-26 09:56:27+00:00,Resolve ticket,Value 1,Case371,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-03-14 09:00:40+00:00,Closed,Value 5,Case371,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-12-16 06:08:11+00:00,Take in charge ticket,Value 1,Case3761,Variant 11,11,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-12-16 07:21:28+00:00,Resolve ticket,Value 1,Case3761,Variant 11,11,Fluxicon Disco
Closed,complete,Value 5,2012-02-04 06:11:02+00:00,Closed,Value 5,Case3761,Variant 11,11,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-27 12:21:12+00:00,Assign seriousness,Value 8,Case2231,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-05-27 12:21:39+00:00,Take in charge ticket,Value 8,Case2231,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-05-30 04:33:27+00:00,Resolve ticket,Value 9,Case2231,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-05-30 05:41:53+00:00,Take in charge ticket,Value 9,Case2231,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-05-30 06:08:44+00:00,Resolve ticket,Value 9,Case2231,Variant 9,9,Fluxicon Disco
Closed,complete,Value 5,2011-06-30 07:47:34+00:00,Closed,Value 5,Case2231,Variant 9,9,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-03 09:17:00+00:00,Assign seriousness,Value 8,Case3385,Variant 13,13,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-02-18 09:47:16+00:00,Assign seriousness,Value 2,Case3385,Variant 13,13,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-02-18 09:47:33+00:00,Take in charge ticket,Value 2,Case3385,Variant 13,13,Fluxicon Disco
Wait,complete,Value 9,2011-02-21 06:39:37+00:00,Wait,Value 9,Case3385,Variant 13,13,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-02-21 08:36:24+00:00,Take in charge ticket,Value 9,Case3385,Variant 13,13,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-02-21 08:37:02+00:00,Resolve ticket,Value 9,Case3385,Variant 13,13,Fluxicon Disco
Closed,complete,Value 5,2011-03-08 08:37:11+00:00,Closed,Value 5,Case3385,Variant 13,13,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-01-18 08:51:20+00:00,Assign seriousness,Value 2,Case929,Variant 13,13,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-01-21 09:48:06+00:00,Assign seriousness,Value 2,Case929,Variant 13,13,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-01-21 09:48:50+00:00,Take in charge ticket,Value 2,Case929,Variant 13,13,Fluxicon Disco
Wait,complete,Value 9,2011-01-25 07:52:16+00:00,Wait,Value 9,Case929,Variant 13,13,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-01-25 09:03:37+00:00,Take in charge ticket,Value 9,Case929,Variant 13,13,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-01-25 09:03:46+00:00,Resolve ticket,Value 9,Case929,Variant 13,13,Fluxicon Disco
Closed,complete,Value 5,2011-02-18 11:10:23+00:00,Closed,Value 5,Case929,Variant 13,13,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-08-22 09:49:49+00:00,Assign seriousness,Value 1,Case3798,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-08-27 04:07:34+00:00,Take in charge ticket,Value 2,Case3798,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 14,2013-09-13 10:07:17+00:00,Resolve ticket,Value 14,Case3798,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-09-28 10:07:32+00:00,Closed,Value 3,Case3798,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-11-17 14:12:04+00:00,Assign seriousness,Value 1,Case3201,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-11-22 09:29:33+00:00,Take in charge ticket,Value 2,Case3201,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2011-11-22 09:31:06+00:00,Wait,Value 2,Case3201,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-11-29 08:02:27+00:00,Resolve ticket,Value 13,Case3201,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2011-12-27 12:50:49+00:00,Closed,Value 5,Case3201,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-05-09 04:27:51+00:00,Assign seriousness,Value 1,Case2245,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 1,2013-05-09 04:44:43+00:00,Take in charge ticket,Value 1,Case2245,Variant 2,2,Fluxicon Disco
Wait,complete,Value 1,2013-05-09 04:52:26+00:00,Wait,Value 1,Case2245,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-06-03 05:09:55+00:00,Resolve ticket,Value 1,Case2245,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-06-18 05:10:08+00:00,Closed,Value 3,Case2245,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-03-01 09:06:21+00:00,Assign seriousness,Value 8,Case2505,Variant 84,84,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-03-01 13:36:41+00:00,Assign seriousness,Value 2,Case2505,Variant 84,84,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-03-03 13:23:39+00:00,Take in charge ticket,Value 9,Case2505,Variant 84,84,Fluxicon Disco
Wait,complete,Value 9,2011-03-03 14:30:50+00:00,Wait,Value 9,Case2505,Variant 84,84,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-03-04 07:19:52+00:00,Take in charge ticket,Value 9,Case2505,Variant 84,84,Fluxicon Disco
Wait,complete,Value 9,2011-03-08 09:30:29+00:00,Wait,Value 9,Case2505,Variant 84,84,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-03-25 06:32:02+00:00,Take in charge ticket,Value 9,Case2505,Variant 84,84,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-03-25 06:32:17+00:00,Resolve ticket,Value 9,Case2505,Variant 84,84,Fluxicon Disco
Closed,complete,Value 5,2011-04-09 04:32:34+00:00,Closed,Value 5,Case2505,Variant 84,84,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-12-01 12:53:47+00:00,Assign seriousness,Value 1,Case2426,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-12-02 14:29:07+00:00,Take in charge ticket,Value 13,Case2426,Variant 2,2,Fluxicon Disco
Wait,complete,Value 13,2011-12-13 07:50:00+00:00,Wait,Value 13,Case2426,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-12-22 11:36:37+00:00,Resolve ticket,Value 13,Case2426,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-01-06 11:36:54+00:00,Closed,Value 5,Case2426,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-10-06 05:38:15+00:00,Assign seriousness,Value 2,Case4126,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-10-21 06:00:59+00:00,Take in charge ticket,Value 2,Case4126,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2011-10-24 05:19:54+00:00,Wait,Value 2,Case4126,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-10-26 06:36:01+00:00,Resolve ticket,Value 2,Case4126,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2011-11-25 09:01:51+00:00,Closed,Value 5,Case4126,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-14 09:31:16+00:00,Assign seriousness,Value 8,Case2373,Variant 13,13,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-14 09:33:58+00:00,Assign seriousness,Value 8,Case2373,Variant 13,13,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-02-14 09:37:05+00:00,Take in charge ticket,Value 8,Case2373,Variant 13,13,Fluxicon Disco
Wait,complete,Value 9,2011-02-14 11:48:17+00:00,Wait,Value 9,Case2373,Variant 13,13,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-02-15 14:41:19+00:00,Take in charge ticket,Value 9,Case2373,Variant 13,13,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-02-15 14:41:26+00:00,Resolve ticket,Value 9,Case2373,Variant 13,13,Fluxicon Disco
Closed,complete,Value 5,2011-03-17 09:40:21+00:00,Closed,Value 5,Case2373,Variant 13,13,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-06-23 12:57:59+00:00,Assign seriousness,Value 2,Case234,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-06-28 09:12:55+00:00,Assign seriousness,Value 2,Case234,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-07-07 07:10:15+00:00,Take in charge ticket,Value 2,Case234,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-07-07 07:10:30+00:00,Resolve ticket,Value 2,Case234,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-08-06 07:10:45+00:00,Closed,Value 5,Case234,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-02 08:24:41+00:00,Assign seriousness,Value 8,Case1584,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-02-02 08:24:54+00:00,Take in charge ticket,Value 8,Case1584,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 8,2011-02-02 08:57:04+00:00,Resolve ticket,Value 8,Case1584,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-03-09 08:30:31+00:00,Closed,Value 5,Case1584,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-09-26 11:57:23+00:00,Assign seriousness,Value 1,Case4323,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-09-30 04:42:17+00:00,Take in charge ticket,Value 13,Case4323,Variant 2,2,Fluxicon Disco
Wait,complete,Value 13,2011-10-06 10:32:24+00:00,Wait,Value 13,Case4323,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-10-11 07:08:18+00:00,Resolve ticket,Value 13,Case4323,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2011-11-01 11:30:07+00:00,Closed,Value 5,Case4323,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-04-01 05:05:07+00:00,Assign seriousness,Value 8,Case2926,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-04-01 10:45:36+00:00,Take in charge ticket,Value 2,Case2926,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-04-01 10:46:07+00:00,Resolve ticket,Value 2,Case2926,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-05-19 05:10:32+00:00,Closed,Value 5,Case2926,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2012-01-09 11:27:05+00:00,Assign seriousness,Value 2,Case4552,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-01-20 16:28:06+00:00,Take in charge ticket,Value 10,Case4552,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2012-01-23 11:29:16+00:00,Resolve ticket,Value 10,Case4552,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-02-09 11:30:46+00:00,Closed,Value 5,Case4552,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-01-12 12:31:23+00:00,Assign seriousness,Value 8,Case933,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-01-28 15:42:22+00:00,Assign seriousness,Value 2,Case933,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-01-28 15:42:28+00:00,Take in charge ticket,Value 2,Case933,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 7,2011-01-31 06:41:02+00:00,Resolve ticket,Value 7,Case933,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-02-15 06:41:22+00:00,Closed,Value 5,Case933,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-03-24 09:24:08+00:00,Assign seriousness,Value 2,Case616,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-24 09:24:16+00:00,Take in charge ticket,Value 2,Case616,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-14 11:51:34+00:00,Resolve ticket,Value 2,Case616,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-04-29 11:51:50+00:00,Closed,Value 5,Case616,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-05-31 10:33:21+00:00,Assign seriousness,Value 2,Case1911,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-05-31 10:33:41+00:00,Take in charge ticket,Value 2,Case1911,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-06-01 09:35:43+00:00,Resolve ticket,Value 2,Case1911,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-07-29 10:40:27+00:00,Closed,Value 5,Case1911,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-03-05 14:34:50+00:00,Assign seriousness,Value 1,Case1142,Variant 121,121,Fluxicon Disco
Take in charge ticket,complete,Value 1,2013-03-22 07:23:52+00:00,Take in charge ticket,Value 1,Case1142,Variant 121,121,Fluxicon Disco
Wait,complete,Value 10,2013-03-25 07:47:35+00:00,Wait,Value 10,Case1142,Variant 121,121,Fluxicon Disco
Require upgrade,complete,Value 10,2013-03-25 07:47:53+00:00,Require upgrade,Value 10,Case1142,Variant 121,121,Fluxicon Disco
Wait,complete,Value 10,2013-04-16 04:20:48+00:00,Wait,Value 10,Case1142,Variant 121,121,Fluxicon Disco
Resolve ticket,complete,Value 10,2013-04-18 04:23:12+00:00,Resolve ticket,Value 10,Case1142,Variant 121,121,Fluxicon Disco
Closed,complete,Value 3,2013-05-03 04:23:28+00:00,Closed,Value 3,Case1142,Variant 121,121,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-03-21 11:39:08+00:00,Assign seriousness,Value 4,Case1634,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-03-21 11:39:35+00:00,Take in charge ticket,Value 4,Case1634,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-03-23 12:27:14+00:00,Resolve ticket,Value 4,Case1634,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-05-13 09:40:38+00:00,Closed,Value 5,Case1634,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-07 04:11:30+00:00,Assign seriousness,Value 1,Case3380,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-10-07 04:11:59+00:00,Take in charge ticket,Value 1,Case3380,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-10-07 05:10:14+00:00,Resolve ticket,Value 1,Case3380,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-11-13 06:21:02+00:00,Closed,Value 5,Case3380,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-31 07:49:21+00:00,Assign seriousness,Value 1,Case2859,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-10-31 13:22:16+00:00,Take in charge ticket,Value 9,Case2859,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-11-03 08:05:13+00:00,Resolve ticket,Value 9,Case2859,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-12-16 07:50:28+00:00,Closed,Value 5,Case2859,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-05-14 06:55:29+00:00,Assign seriousness,Value 14,Case1309,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-06-04 11:51:18+00:00,Resolve ticket,Value 1,Case1309,Variant 5,5,Fluxicon Disco
Closed,complete,Value 3,2013-06-19 11:51:31+00:00,Closed,Value 3,Case1309,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-04 06:10:13+00:00,Assign seriousness,Value 1,Case2264,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-10-06 04:57:33+00:00,Take in charge ticket,Value 9,Case2264,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-10-06 04:59:21+00:00,Resolve ticket,Value 9,Case2264,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-11-04 08:20:20+00:00,Closed,Value 5,Case2264,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-03-02 07:13:46+00:00,Assign seriousness,Value 13,Case138,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-03-02 07:13:56+00:00,Take in charge ticket,Value 13,Case138,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-03-02 07:34:03+00:00,Resolve ticket,Value 13,Case138,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-04-06 05:20:51+00:00,Closed,Value 5,Case138,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-09-03 04:13:54+00:00,Assign seriousness,Value 2,Case4307,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-09-10 12:23:23+00:00,Take in charge ticket,Value 2,Case4307,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-09-15 06:08:00+00:00,Resolve ticket,Value 2,Case4307,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-10-30 06:08:31+00:00,Closed,Value 5,Case4307,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-28 05:12:21+00:00,Assign seriousness,Value 1,Case1226,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-10-28 10:47:35+00:00,Resolve ticket,Value 1,Case1226,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-10-28 10:47:35+00:00,Resolve ticket,Value 1,Case1226,Variant 8,8,Fluxicon Disco
Closed,complete,Value 5,2011-11-30 07:20:33+00:00,Closed,Value 5,Case1226,Variant 8,8,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-03-07 07:09:57+00:00,Assign seriousness,Value 2,Case802,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-03-07 07:10:06+00:00,Take in charge ticket,Value 2,Case802,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-03-08 07:37:41+00:00,Resolve ticket,Value 2,Case802,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-04-14 05:10:42+00:00,Closed,Value 5,Case802,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-08-02 06:10:40+00:00,Assign seriousness,Value 4,Case2847,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-08-02 06:14:53+00:00,Take in charge ticket,Value 4,Case2847,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-03 09:44:59+00:00,Resolve ticket,Value 4,Case2847,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-05 06:21:43+00:00,Closed,Value 5,Case2847,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-17 12:19:30+00:00,Assign seriousness,Value 1,Case2752,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-07-17 12:20:44+00:00,Resolve ticket,Value 1,Case2752,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-01 12:20:26+00:00,Closed,Value 5,Case2752,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 9,2010-07-08 04:38:34+00:00,Assign seriousness,Value 9,Case734,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-08-03 06:17:48+00:00,Take in charge ticket,Value 16,Case734,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2010-08-03 09:23:10+00:00,Resolve ticket,Value 6,Case734,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-08-18 09:23:26+00:00,Closed,Value 5,Case734,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2013-03-21 06:17:57+00:00,Assign seriousness,Value 2,Case2183,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-03-21 06:18:23+00:00,Take in charge ticket,Value 2,Case2183,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2013-03-21 06:23:27+00:00,Wait,Value 2,Case2183,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 14,2013-04-19 12:51:24+00:00,Resolve ticket,Value 14,Case2183,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-05-04 12:51:40+00:00,Closed,Value 3,Case2183,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-31 04:18:45+00:00,Assign seriousness,Value 8,Case1693,Variant 29,29,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-05-31 04:19:09+00:00,Take in charge ticket,Value 8,Case1693,Variant 29,29,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-05-31 12:36:57+00:00,Take in charge ticket,Value 2,Case1693,Variant 29,29,Fluxicon Disco
Wait,complete,Value 9,2011-05-31 12:44:31+00:00,Wait,Value 9,Case1693,Variant 29,29,Fluxicon Disco
