concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Assign seriousness,complete,Value 13,2012-07-30 14:08:31+03:00,Assign seriousness,Value 13,Case4106,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-30 14:09:09+03:00,Take in charge ticket,Value 13,Case4106,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-07-31 07:31:58+03:00,Resolve ticket,Value 13,Case4106,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-14 14:10:38+03:00,Closed,Value 5,Case4106,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-07-30 15:03:11+03:00,Assign seriousness,Value 4,Case1169,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-07-31 13:37:16+03:00,Resolve ticket,Value 4,Case1169,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-14 15:11:18+03:00,Closed,Value 5,Case1169,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-07-30 15:42:21+03:00,Assign seriousness,Value 4,Case1116,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 15:23:18+03:00,Take in charge ticket,Value 13,Case1116,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-28 15:03:21+03:00,Resolve ticket,Value 13,Case1116,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-09-12 15:03:35+03:00,Closed,Value 3,Case1116,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-07-30 15:45:09+03:00,Assign seriousness,Value 4,Case2415,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 15:24:21+03:00,Take in charge ticket,Value 13,Case2415,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-08 14:01:28+03:00,Resolve ticket,Value 13,Case2415,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-14 15:50:39+03:00,Closed,Value 5,Case2415,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 07:20:05+03:00,Assign seriousness,Value 1,Case1122,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-07-31 07:20:14+03:00,Take in charge ticket,Value 1,Case1122,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-07-31 10:24:45+03:00,Resolve ticket,Value 1,Case1122,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 07:30:20+03:00,Closed,Value 5,Case1122,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 07:21:57+03:00,Assign seriousness,Value 1,Case901,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-02 15:24:42+03:00,Resolve ticket,Value 4,Case901,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-02 15:25:31+03:00,Resolve ticket,Value 4,Case901,Variant 8,8,Fluxicon Disco
Closed,complete,Value 5,2012-09-15 07:30:39+03:00,Closed,Value 5,Case901,Variant 8,8,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 07:56:57+03:00,Assign seriousness,Value 1,Case1817,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 15:24:37+03:00,Take in charge ticket,Value 13,Case1817,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-02 09:47:41+03:00,Resolve ticket,Value 13,Case1817,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 08:00:39+03:00,Closed,Value 5,Case1817,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-07-31 09:16:25+03:00,Assign seriousness,Value 13,Case4037,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 09:16:36+03:00,Take in charge ticket,Value 13,Case4037,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-07-31 09:16:50+03:00,Resolve ticket,Value 13,Case4037,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-01 09:20:21+03:00,Closed,Value 5,Case4037,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-07-31 09:17:45+03:00,Assign seriousness,Value 13,Case3885,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 09:17:56+03:00,Take in charge ticket,Value 13,Case3885,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-07-31 09:18:20+03:00,Resolve ticket,Value 13,Case3885,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-06 09:20:23+03:00,Closed,Value 5,Case3885,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 10:59:06+03:00,Assign seriousness,Value 1,Case910,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 12:08:38+03:00,Take in charge ticket,Value 13,Case910,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-03 07:58:46+03:00,Resolve ticket,Value 13,Case910,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-02 07:59:07+03:00,Closed,Value 5,Case910,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 11:01:15+03:00,Assign seriousness,Value 1,Case73,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-07-31 11:02:02+03:00,Resolve ticket,Value 1,Case73,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 11:00:40+03:00,Closed,Value 5,Case73,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 12:14:10+03:00,Assign seriousness,Value 1,Case2534,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-07-31 13:48:29+03:00,Take in charge ticket,Value 4,Case2534,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-06 08:50:30+03:00,Resolve ticket,Value 4,Case2534,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-05 12:20:22+03:00,Closed,Value 5,Case2534,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 13:05:19+03:00,Assign seriousness,Value 1,Case1102,Variant 6,6,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-07-31 15:14:45+03:00,Take in charge ticket,Value 1,Case1102,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-07 10:53:38+03:00,Resolve ticket,Value 4,Case1102,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-07 10:53:39+03:00,Resolve ticket,Value 4,Case1102,Variant 6,6,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 13:11:10+03:00,Closed,Value 5,Case1102,Variant 6,6,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 14:33:16+03:00,Assign seriousness,Value 1,Case533,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 15:24:46+03:00,Take in charge ticket,Value 13,Case533,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-07 15:52:51+03:00,Resolve ticket,Value 13,Case533,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-06 15:53:18+03:00,Closed,Value 5,Case533,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 14:35:02+03:00,Assign seriousness,Value 1,Case829,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 15:24:57+03:00,Take in charge ticket,Value 13,Case829,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-02 12:08:43+03:00,Resolve ticket,Value 13,Case829,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 14:41:50+03:00,Closed,Value 5,Case829,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 14:40:19+03:00,Assign seriousness,Value 1,Case2474,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-08-02 13:52:10+03:00,Take in charge ticket,Value 10,Case2474,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-03 14:23:04+03:00,Resolve ticket,Value 4,Case2474,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 14:50:40+03:00,Closed,Value 5,Case2474,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 14:41:57+03:00,Assign seriousness,Value 1,Case3413,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-07-31 15:53:18+03:00,Take in charge ticket,Value 4,Case3413,Variant 2,2,Fluxicon Disco
Wait,complete,Value 4,2012-08-03 13:01:45+03:00,Wait,Value 4,Case3413,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-06 07:45:30+03:00,Resolve ticket,Value 13,Case3413,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-09-08 09:30:51+03:00,Closed,Value 5,Case3413,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 14:43:10+03:00,Assign seriousness,Value 1,Case1112,Variant 14,14,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-08-02 08:22:59+03:00,Take in charge ticket,Value 6,Case1112,Variant 14,14,Fluxicon Disco
Wait,complete,Value 10,2012-08-14 10:57:41+03:00,Wait,Value 10,Case1112,Variant 14,14,Fluxicon Disco
Wait,complete,Value 16,2012-08-22 15:06:48+03:00,Wait,Value 16,Case1112,Variant 14,14,Fluxicon Disco
Resolve ticket,complete,Value 16,2012-09-06 14:38:27+03:00,Resolve ticket,Value 16,Case1112,Variant 14,14,Fluxicon Disco
Closed,complete,Value 3,2012-09-21 14:38:38+03:00,Closed,Value 3,Case1112,Variant 14,14,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 14:44:06+03:00,Assign seriousness,Value 1,Case1466,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-08-02 08:22:07+03:00,Take in charge ticket,Value 6,Case1466,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2012-08-03 08:24:51+03:00,Resolve ticket,Value 6,Case1466,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-13 14:50:27+03:00,Closed,Value 5,Case1466,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 14:45:22+03:00,Assign seriousness,Value 1,Case1587,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-08-02 12:13:57+03:00,Take in charge ticket,Value 4,Case1587,Variant 2,2,Fluxicon Disco
Wait,complete,Value 4,2012-08-14 15:55:14+03:00,Wait,Value 4,Case1587,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-27 08:59:38+03:00,Resolve ticket,Value 4,Case1587,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2012-09-11 08:59:53+03:00,Closed,Value 3,Case1587,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 14:49:54+03:00,Assign seriousness,Value 1,Case2167,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-07-31 14:50:12+03:00,Take in charge ticket,Value 1,Case2167,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-28 13:08:20+03:00,Resolve ticket,Value 13,Case2167,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-09-12 13:08:35+03:00,Closed,Value 3,Case2167,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 16:04:20+03:00,Assign seriousness,Value 1,Case2791,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2012-08-23 14:20:33+03:00,Take in charge ticket,Value 9,Case2791,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-08-23 14:29:23+03:00,Resolve ticket,Value 9,Case2791,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-09-07 14:29:40+03:00,Closed,Value 3,Case2791,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-31 16:08:12+03:00,Assign seriousness,Value 1,Case1787,Variant 44,44,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-08-06 09:01:23+03:00,Take in charge ticket,Value 4,Case1787,Variant 44,44,Fluxicon Disco
Wait,complete,Value 13,2012-08-16 07:25:03+03:00,Wait,Value 13,Case1787,Variant 44,44,Fluxicon Disco
Wait,complete,Value 13,2012-08-16 07:25:03+03:00,Wait,Value 13,Case1787,Variant 44,44,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-08-23 14:30:26+03:00,Resolve ticket,Value 9,Case1787,Variant 44,44,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-08-23 14:30:29+03:00,Resolve ticket,Value 9,Case1787,Variant 44,44,Fluxicon Disco
Closed,complete,Value 3,2012-09-07 14:30:40+03:00,Closed,Value 3,Case1787,Variant 44,44,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-01 07:06:00+03:00,Assign seriousness,Value 1,Case4469,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-08-01 07:06:14+03:00,Take in charge ticket,Value 1,Case4469,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-08-01 07:35:37+03:00,Resolve ticket,Value 1,Case4469,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-08 07:10:42+03:00,Closed,Value 5,Case4469,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 08:20:16+03:00,Assign seriousness,Value 1,Case3880,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-08-02 08:21:18+03:00,Resolve ticket,Value 1,Case3880,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-09 08:30:32+03:00,Closed,Value 5,Case3880,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-08-02 08:46:54+03:00,Assign seriousness,Value 4,Case292,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-08-02 08:48:49+03:00,Take in charge ticket,Value 4,Case292,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-02 08:49:07+03:00,Resolve ticket,Value 4,Case292,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-06 08:50:13+03:00,Closed,Value 5,Case292,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 08:59:07+03:00,Assign seriousness,Value 13,Case2074,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-08-02 12:57:48+03:00,Take in charge ticket,Value 10,Case2074,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2012-08-02 13:03:26+03:00,Resolve ticket,Value 10,Case2074,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-15 09:00:29+03:00,Closed,Value 5,Case2074,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 09:01:16+03:00,Assign seriousness,Value 13,Case3095,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-08-02 15:05:18+03:00,Take in charge ticket,Value 13,Case3095,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-02 15:11:13+03:00,Resolve ticket,Value 13,Case3095,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 09:10:30+03:00,Closed,Value 5,Case3095,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 09:02:49+03:00,Assign seriousness,Value 13,Case954,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-08-03 07:13:01+03:00,Take in charge ticket,Value 6,Case954,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2012-08-03 07:15:43+03:00,Resolve ticket,Value 6,Case954,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-15 09:10:39+03:00,Closed,Value 5,Case954,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 09:04:08+03:00,Assign seriousness,Value 13,Case3844,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-08-02 12:49:07+03:00,Take in charge ticket,Value 10,Case3844,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2012-08-02 12:56:43+03:00,Resolve ticket,Value 10,Case3844,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 09:10:30+03:00,Closed,Value 5,Case3844,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-08-02 09:10:40+03:00,Assign seriousness,Value 4,Case2847,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-08-02 09:14:53+03:00,Take in charge ticket,Value 4,Case2847,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-03 12:44:59+03:00,Resolve ticket,Value 4,Case2847,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-05 09:21:43+03:00,Closed,Value 5,Case2847,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-08-02 09:12:34+03:00,Assign seriousness,Value 4,Case1101,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-08-02 09:14:39+03:00,Take in charge ticket,Value 4,Case1101,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-10 14:50:38+03:00,Resolve ticket,Value 4,Case1101,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-09 14:51:02+03:00,Closed,Value 5,Case1101,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 09:16:59+03:00,Assign seriousness,Value 13,Case1791,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-08-13 12:36:47+03:00,Take in charge ticket,Value 13,Case1791,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-27 15:32:19+03:00,Resolve ticket,Value 13,Case1791,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-09-11 15:32:34+03:00,Closed,Value 3,Case1791,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 09:22:58+03:00,Assign seriousness,Value 13,Case80,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-08-03 12:12:15+03:00,Take in charge ticket,Value 13,Case80,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-10 10:13:48+03:00,Resolve ticket,Value 13,Case80,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-09 10:14:13+03:00,Closed,Value 5,Case80,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 09:26:04+03:00,Assign seriousness,Value 13,Case242,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 3,2012-08-22 14:24:49+03:00,Take in charge ticket,Value 3,Case242,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-08-22 14:28:26+03:00,Resolve ticket,Value 2,Case242,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-09-06 14:28:38+03:00,Closed,Value 3,Case242,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-08-02 09:31:42+03:00,Assign seriousness,Value 4,Case4355,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-08-02 10:54:41+03:00,Take in charge ticket,Value 4,Case4355,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-02 10:58:14+03:00,Resolve ticket,Value 4,Case4355,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-06 09:40:24+03:00,Closed,Value 5,Case4355,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 10:02:57+03:00,Assign seriousness,Value 13,Case211,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-03 12:56:13+03:00,Resolve ticket,Value 13,Case211,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-08 10:10:31+03:00,Closed,Value 5,Case211,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 10:05:03+03:00,Assign seriousness,Value 13,Case3341,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-08-13 08:22:02+03:00,Take in charge ticket,Value 10,Case3341,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2012-08-13 13:01:04+03:00,Resolve ticket,Value 10,Case3341,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-12 13:01:25+03:00,Closed,Value 5,Case3341,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-08-02 10:57:15+03:00,Assign seriousness,Value 13,Case3738,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-08-03 07:28:42+03:00,Take in charge ticket,Value 6,Case3738,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2012-08-03 08:14:30+03:00,Resolve ticket,Value 6,Case3738,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-02 08:14:47+03:00,Closed,Value 5,Case3738,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 12:32:34+03:00,Assign seriousness,Value 1,Case3002,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-08-02 12:43:37+03:00,Take in charge ticket,Value 1,Case3002,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-08-02 13:27:10+03:00,Resolve ticket,Value 1,Case3002,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-09 12:40:43+03:00,Closed,Value 5,Case3002,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 12:45:08+03:00,Assign seriousness,Value 1,Case4248,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-08-02 12:45:36+03:00,Resolve ticket,Value 1,Case4248,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-09 12:51:12+03:00,Closed,Value 5,Case4248,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 14:52:30+03:00,Assign seriousness,Value 1,Case2227,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-13 12:39:08+03:00,Resolve ticket,Value 13,Case2227,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-13 15:58:53+03:00,Resolve ticket,Value 13,Case2227,Variant 8,8,Fluxicon Disco
Closed,complete,Value 5,2012-09-12 15:59:15+03:00,Closed,Value 5,Case2227,Variant 8,8,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 14:58:56+03:00,Assign seriousness,Value 1,Case2634,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-08-03 07:17:57+03:00,Take in charge ticket,Value 6,Case2634,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2012-08-03 13:51:28+03:00,Resolve ticket,Value 6,Case2634,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-08 15:02:51+03:00,Closed,Value 5,Case2634,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 15:00:24+03:00,Assign seriousness,Value 1,Case397,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-08-03 07:04:30+03:00,Take in charge ticket,Value 6,Case397,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2012-08-03 07:12:16+03:00,Resolve ticket,Value 6,Case397,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-02 10:10:20+03:00,Closed,Value 5,Case397,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 15:12:42+03:00,Assign seriousness,Value 1,Case3416,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-10 14:45:36+03:00,Resolve ticket,Value 4,Case3416,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-09 14:46:02+03:00,Closed,Value 5,Case3416,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 15:27:02+03:00,Assign seriousness,Value 1,Case2390,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 3,2012-08-22 15:30:53+03:00,Take in charge ticket,Value 3,Case2390,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-08-27 12:20:21+03:00,Resolve ticket,Value 2,Case2390,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-09-11 12:20:33+03:00,Closed,Value 3,Case2390,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-08-03 07:17:53+03:00,Assign seriousness,Value 4,Case427,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-08-03 07:20:15+03:00,Take in charge ticket,Value 4,Case427,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-03 07:20:40+03:00,Resolve ticket,Value 4,Case427,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-07 07:20:19+03:00,Closed,Value 5,Case427,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-08-03 07:59:29+03:00,Assign seriousness,Value 4,Case4371,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-03 08:00:00+03:00,Resolve ticket,Value 4,Case4371,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-08-03 08:00:01+03:00,Resolve ticket,Value 4,Case4371,Variant 8,8,Fluxicon Disco
Closed,complete,Value 5,2012-09-09 08:00:32+03:00,Closed,Value 5,Case4371,Variant 8,8,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-03 08:51:46+03:00,Assign seriousness,Value 1,Case4422,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-08-03 08:51:56+03:00,Take in charge ticket,Value 1,Case4422,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-08-03 09:01:31+03:00,Resolve ticket,Value 1,Case4422,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-08 09:00:32+03:00,Closed,Value 5,Case4422,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-03 10:41:12+03:00,Assign seriousness,Value 1,Case4269,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-08-03 13:20:02+03:00,Take in charge ticket,Value 6,Case4269,Variant 2,2,Fluxicon Disco
Wait,complete,Value 12,2012-08-07 07:40:01+03:00,Wait,Value 12,Case4269,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-07 15:57:46+03:00,Resolve ticket,Value 13,Case4269,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-09-06 15:58:08+03:00,Closed,Value 5,Case4269,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-03 10:51:57+03:00,Assign seriousness,Value 1,Case2187,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-08-16 06:56:55+03:00,Take in charge ticket,Value 10,Case2187,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2012-08-16 07:11:12+03:00,Resolve ticket,Value 10,Case2187,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-15 07:11:40+03:00,Closed,Value 5,Case2187,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-03 10:59:34+03:00,Assign seriousness,Value 1,Case3182,Variant 2,2,Fluxicon Disco
