"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","org:group","Resource","Activity"
"1-688380091","Accepted-In Progress","2012/04/19 08:51:46.000","2012/04/19 08:51:46.000","Fluxicon Disco","Variant 284","284","Britt-Org line A2","Org line A2","Britt","Accepted-In Progress"
"1-688380091","Accepted-Wait","2012/04/19 08:54:32.000","2012/04/19 08:54:32.000","Fluxicon Disco","Variant 284","284","Britt-Org line A2","Org line A2","Britt","Accepted-Wait"
"1-688380091","Accepted-In Progress","2012/04/19 09:10:47.000","2012/04/19 09:10:47.000","Fluxicon Disco","Variant 284","284","Britt-Org line A2","Org line A2","Britt","Accepted-In Progress"
"1-688380091","Accepted-Wait","2012/04/19 09:17:17.000","2012/04/19 09:17:17.000","Fluxicon Disco","Variant 284","284","Britt-Org line A2","Org line A2","Britt","Accepted-Wait"
"1-688380091","Accepted-Assigned","2012/04/23 09:14:54.000","2012/04/23 09:14:54.000","Fluxicon Disco","Variant 284","284","Bob-Org line A2","Org line A2","Bob","Accepted-Assigned"
"1-688380091","Completed-Closed","2012/05/17 18:05:32.000","2012/05/17 18:05:32.000","Fluxicon Disco","Variant 284","284","Bob-Org line A2","Org line A2","Bob","Completed-Closed"
"1-688491391","Accepted-In Progress","2012/02/27 10:54:31.000","2012/02/27 10:54:31.000","Fluxicon Disco","Variant 1","1","Torbjörn-Org line G4","Org line G4","Torbjörn","Accepted-In Progress"
"1-688491391","Completed-Closed","2012/03/01 10:26:48.000","2012/03/01 10:26:48.000","Fluxicon Disco","Variant 1","1","Torbjörn-Org line G4","Org line G4","Torbjörn","Completed-Closed"
"1-688509388","Accepted-In Progress","2012/02/27 14:04:57.000","2012/02/27 14:04:57.000","Fluxicon Disco","Variant 4","4","Peter-Org line C","Org line C","Peter","Accepted-In Progress"
"1-688509388","Accepted-In Progress","2012/02/28 09:53:17.000","2012/02/28 09:53:17.000","Fluxicon Disco","Variant 4","4","Peter-Org line C","Org line C","Peter","Accepted-In Progress"
"1-688509388","Completed-Closed","2012/03/05 07:36:37.000","2012/03/05 07:36:37.000","Fluxicon Disco","Variant 4","4","Peter-Org line C","Org line C","Peter","Completed-Closed"
"1-688515611","Accepted-In Progress","2012/02/27 11:08:27.000","2012/02/27 11:08:27.000","Fluxicon Disco","Variant 32","32","David-Org line G4","Org line G4","David","Accepted-In Progress"
"1-688515611","Accepted-Assigned","2012/03/07 08:48:46.000","2012/03/07 08:48:46.000","Fluxicon Disco","Variant 32","32","David-Org line G4","Org line G4","David","Accepted-Assigned"
"1-688515611","Accepted-Assigned","2012/05/17 10:31:38.000","2012/05/17 10:31:38.000","Fluxicon Disco","Variant 32","32","Gustav-Org line G4","Org line G4","Gustav","Accepted-Assigned"
"1-688515611","Accepted-In Progress","2012/05/17 10:31:41.000","2012/05/17 10:31:41.000","Fluxicon Disco","Variant 32","32","David-Org line G4","Org line G4","David","Accepted-In Progress"
"1-688515611","Completed-Closed","2012/05/17 10:31:52.000","2012/05/17 10:31:52.000","Fluxicon Disco","Variant 32","32","David-Org line G4","Org line G4","David","Completed-Closed"
"1-688564654","Accepted-In Progress","2012/02/27 12:55:39.000","2012/02/27 12:55:39.000","Fluxicon Disco","Variant 1","1","Johan-Org line C","Org line C","Johan","Accepted-In Progress"
"1-688564654","Completed-Closed","2012/02/27 13:05:54.000","2012/02/27 13:05:54.000","Fluxicon Disco","Variant 1","1","Johan-Org line C","Org line C","Johan","Completed-Closed"
"1-688564824","Accepted-In Progress","2012/02/27 13:04:10.000","2012/02/27 13:04:10.000","Fluxicon Disco","Variant 36","36","Martin-Org line C","Org line C","Martin","Accepted-In Progress"
"1-688564824","Accepted-In Progress","2012/02/27 13:06:32.000","2012/02/27 13:06:32.000","Fluxicon Disco","Variant 36","36","Martin-Org line C","Org line C","Martin","Accepted-In Progress"
"1-688564824","Queued-Awaiting Assignment","2012/02/28 15:36:18.000","2012/02/28 15:36:18.000","Fluxicon Disco","Variant 36","36","Martin-Org line C","Org line C","Martin","Queued-Awaiting Assignment"
"1-688564824","Accepted-In Progress","2012/02/29 08:45:33.000","2012/02/29 08:45:33.000","Fluxicon Disco","Variant 36","36","Michael-Org line C","Org line C","Michael","Accepted-In Progress"
"1-688564824","Accepted-Assigned","2012/02/29 10:24:30.000","2012/02/29 10:24:30.000","Fluxicon Disco","Variant 36","36","Pascal-Org line C","Org line C","Pascal","Accepted-Assigned"
"1-688564824","Accepted-In Progress","2012/03/22 15:05:34.000","2012/03/22 15:05:34.000","Fluxicon Disco","Variant 36","36","Pascal-Org line C","Org line C","Pascal","Accepted-In Progress"
"1-688564824","Completed-Closed","2012/03/30 14:38:43.000","2012/03/30 14:38:43.000","Fluxicon Disco","Variant 36","36","Pascal-Org line C","Org line C","Pascal","Completed-Closed"
"1-688725917","Accepted-In Progress","2012/02/27 19:50:43.000","2012/02/27 19:50:43.000","Fluxicon Disco","Variant 59","59","Robert-Org line C","Org line C","Robert","Accepted-In Progress"
"1-688725917","Queued-Awaiting Assignment","2012/02/27 20:01:11.000","2012/02/27 20:01:11.000","Fluxicon Disco","Variant 59","59","Robert-Org line C","Org line C","Robert","Queued-Awaiting Assignment"
"1-688725917","Accepted-In Progress","2012/03/05 15:15:46.000","2012/03/05 15:15:46.000","Fluxicon Disco","Variant 59","59","Timothy-Org line C","Org line C","Timothy","Accepted-In Progress"
"1-688725917","Accepted-In Progress","2012/03/05 15:17:57.000","2012/03/05 15:17:57.000","Fluxicon Disco","Variant 59","59","Timothy-Org line C","Org line C","Timothy","Accepted-In Progress"
"1-688725917","Queued-Awaiting Assignment","2012/03/05 15:19:35.000","2012/03/05 15:19:35.000","Fluxicon Disco","Variant 59","59","Peter-Org line C","Org line C","Peter","Queued-Awaiting Assignment"
"1-688725917","Accepted-In Progress","2012/03/05 16:46:59.000","2012/03/05 16:46:59.000","Fluxicon Disco","Variant 59","59","Samuel-Org line C","Org line C","Samuel","Accepted-In Progress"
"1-688725917","Completed-Closed","2012/04/04 00:53:58.000","2012/04/04 00:53:58.000","Fluxicon Disco","Variant 59","59","Samuel-Org line C","Org line C","Samuel","Completed-Closed"
"1-689160381","Accepted-In Progress","2012/02/28 09:27:52.000","2012/02/28 09:27:52.000","Fluxicon Disco","Variant 3","3","Stefan-Org line A2","Org line A2","Stefan","Accepted-In Progress"
"1-689160381","Accepted-Wait","2012/03/28 14:02:39.000","2012/03/28 14:02:39.000","Fluxicon Disco","Variant 3","3","Stefan-Org line A2","Org line A2","Stefan","Accepted-Wait"
"1-689160381","Completed-Closed","2012/05/16 11:16:51.000","2012/05/16 11:16:51.000","Fluxicon Disco","Variant 3","3","Stefan-Org line A2","Org line A2","Stefan","Completed-Closed"
"1-689176751","Accepted-In Progress","2012/02/28 08:25:28.000","2012/02/28 08:25:28.000","Fluxicon Disco","Variant 12","12","Hans-Erik-Org line C","Org line C","Hans-Erik","Accepted-In Progress"
"1-689176751","Completed-Closed","2012/03/05 09:50:25.000","2012/03/05 09:50:25.000","Fluxicon Disco","Variant 12","12","Hans-Erik-Org line C","Org line C","Hans-Erik","Completed-Closed"
"1-689176751","Accepted-In Progress","2012/03/19 15:34:27.000","2012/03/19 15:34:27.000","Fluxicon Disco","Variant 12","12","Hans-Erik-Org line C","Org line C","Hans-Erik","Accepted-In Progress"
"1-689176751","Completed-Closed","2012/03/19 15:35:47.000","2012/03/19 15:35:47.000","Fluxicon Disco","Variant 12","12","Hans-Erik-Org line C","Org line C","Hans-Erik","Completed-Closed"
"1-689252781","Accepted-In Progress","2012/02/28 09:57:37.000","2012/02/28 09:57:37.000","Fluxicon Disco","Variant 3","3","Suresh-Org line C","Org line C","Suresh","Accepted-In Progress"
"1-689252781","Accepted-Wait","2012/02/28 13:39:08.000","2012/02/28 13:39:08.000","Fluxicon Disco","Variant 3","3","Suresh-Org line C","Org line C","Suresh","Accepted-Wait"
"1-689252781","Completed-Closed","2012/03/30 12:00:46.000","2012/03/30 12:00:46.000","Fluxicon Disco","Variant 3","3","Suresh-Org line C","Org line C","Suresh","Completed-Closed"
"1-689341321","Accepted-In Progress","2012/02/28 11:33:31.000","2012/02/28 11:33:31.000","Fluxicon Disco","Variant 1","1","Christer-Org line C","Org line C","Christer","Accepted-In Progress"
"1-689341321","Completed-Closed","2012/05/29 14:53:55.000","2012/05/29 14:53:55.000","Fluxicon Disco","Variant 1","1","Christer-Org line C","Org line C","Christer","Completed-Closed"
"1-689469104","Accepted-In Progress","2012/02/28 16:07:32.000","2012/02/28 16:07:32.000","Fluxicon Disco","Variant 285","285","Mica-Org line C","Org line C","Mica","Accepted-In Progress"
"1-689469104","Queued-Awaiting Assignment","2012/02/28 16:15:59.000","2012/02/28 16:15:59.000","Fluxicon Disco","Variant 285","285","Mica-Org line C","Org line C","Mica","Queued-Awaiting Assignment"
"1-689469104","Accepted-In Progress","2012/02/29 08:00:42.000","2012/02/29 08:00:42.000","Fluxicon Disco","Variant 285","285","Mica-Org line C","Org line C","Mica","Accepted-In Progress"
"1-689469104","Queued-Awaiting Assignment","2012/02/29 09:05:53.000","2012/02/29 09:05:53.000","Fluxicon Disco","Variant 285","285","Srinivasan-Org line B","Org line B","Srinivasan","Queued-Awaiting Assignment"
"1-689469104","Accepted-In Progress","2012/02/29 09:06:12.000","2012/02/29 09:06:12.000","Fluxicon Disco","Variant 285","285","Ashok-Org line B","Org line B","Ashok","Accepted-In Progress"
"1-689469104","Queued-Awaiting Assignment","2012/02/29 09:11:21.000","2012/02/29 09:11:21.000","Fluxicon Disco","Variant 285","285","Leif-Org line C","Org line C","Leif","Queued-Awaiting Assignment"
"1-689469104","Accepted-In Progress","2012/03/01 08:28:58.000","2012/03/01 08:28:58.000","Fluxicon Disco","Variant 285","285","Joram-Org line C","Org line C","Joram","Accepted-In Progress"
"1-689469104","Queued-Awaiting Assignment","2012/03/01 08:32:26.000","2012/03/01 08:32:26.000","Fluxicon Disco","Variant 285","285","Srinivasan-Org line B","Org line B","Srinivasan","Queued-Awaiting Assignment"
"1-689469104","Accepted-In Progress","2012/03/01 09:27:48.000","2012/03/01 09:27:48.000","Fluxicon Disco","Variant 285","285","Aneesh V-Org line B","Org line B","Aneesh V","Accepted-In Progress"
"1-689469104","Completed-Closed","2012/03/21 18:17:10.000","2012/03/21 18:17:10.000","Fluxicon Disco","Variant 285","285","Aneesh V-Org line B","Org line B","Aneesh V","Completed-Closed"
"1-689525975","Accepted-In Progress","2012/02/28 16:30:43.000","2012/02/28 16:30:43.000","Fluxicon Disco","Variant 3","3","Roland-Org line G4","Org line G4","Roland","Accepted-In Progress"
"1-689525975","Accepted-Wait","2012/02/28 18:05:04.000","2012/02/28 18:05:04.000","Fluxicon Disco","Variant 3","3","Roland-Org line G4","Org line G4","Roland","Accepted-Wait"
"1-689525975","Completed-Closed","2012/03/30 10:00:24.000","2012/03/30 10:00:24.000","Fluxicon Disco","Variant 3","3","Roland-Org line G4","Org line G4","Roland","Completed-Closed"
"1-690184941","Accepted-In Progress","2012/02/29 08:15:32.000","2012/02/29 08:15:32.000","Fluxicon Disco","Variant 3","3","Lisbeth-Org line A2","Org line A2","Lisbeth","Accepted-In Progress"
"1-690184941","Accepted-Wait","2012/02/29 10:18:00.000","2012/02/29 10:18:00.000","Fluxicon Disco","Variant 3","3","Lisbeth-Org line A2","Org line A2","Lisbeth","Accepted-Wait"
"1-690184941","Completed-Closed","2012/03/05 16:27:15.000","2012/03/05 16:27:15.000","Fluxicon Disco","Variant 3","3","Lisbeth-Org line A2","Org line A2","Lisbeth","Completed-Closed"
"1-690190570","Accepted-In Progress","2012/02/29 13:11:36.000","2012/02/29 13:11:36.000","Fluxicon Disco","Variant 3","3","Ahmad-Org line C","Org line C","Ahmad","Accepted-In Progress"
"1-690190570","Accepted-Wait","2012/03/14 16:20:08.000","2012/03/14 16:20:08.000","Fluxicon Disco","Variant 3","3","Ahmad-Org line C","Org line C","Ahmad","Accepted-Wait"
"1-690190570","Completed-Closed","2012/04/30 16:26:59.000","2012/04/30 16:26:59.000","Fluxicon Disco","Variant 3","3","Ahmad-Org line C","Org line C","Ahmad","Completed-Closed"
"1-690249637","Accepted-In Progress","2012/02/29 09:55:26.000","2012/02/29 09:55:26.000","Fluxicon Disco","Variant 1","1","Noriaki-Org line C","Org line C","Noriaki","Accepted-In Progress"
"1-690249637","Completed-Closed","2012/04/19 11:16:08.000","2012/04/19 11:16:08.000","Fluxicon Disco","Variant 1","1","Noriaki-Org line C","Org line C","Noriaki","Completed-Closed"
"1-690327801","Accepted-In Progress","2012/02/29 12:16:36.000","2012/02/29 12:16:36.000","Fluxicon Disco","Variant 1","1","Maria-Org line A2","Org line A2","Maria","Accepted-In Progress"
"1-690327801","Completed-Closed","2012/03/01 14:17:13.000","2012/03/01 14:17:13.000","Fluxicon Disco","Variant 1","1","Maria-Org line A2","Org line A2","Maria","Completed-Closed"
"1-690327837","Accepted-In Progress","2012/02/29 12:23:42.000","2012/02/29 12:23:42.000","Fluxicon Disco","Variant 12","12","Maria-Org line A2","Org line A2","Maria","Accepted-In Progress"
"1-690327837","Completed-Closed","2012/03/02 13:30:31.000","2012/03/02 13:30:31.000","Fluxicon Disco","Variant 12","12","Maria-Org line A2","Org line A2","Maria","Completed-Closed"
"1-690327837","Accepted-In Progress","2012/03/02 13:30:34.000","2012/03/02 13:30:34.000","Fluxicon Disco","Variant 12","12","Maria-Org line A2","Org line A2","Maria","Accepted-In Progress"
"1-690327837","Completed-Closed","2012/03/02 13:30:40.000","2012/03/02 13:30:40.000","Fluxicon Disco","Variant 12","12","Maria-Org line A2","Org line A2","Maria","Completed-Closed"
"1-690352118","Accepted-In Progress","2012/02/29 13:38:34.000","2012/02/29 13:38:34.000","Fluxicon Disco","Variant 1","1","Björn-Org line C","Org line C","Björn","Accepted-In Progress"
"1-690352118","Completed-Closed","2012/04/02 10:51:23.000","2012/04/02 10:51:23.000","Fluxicon Disco","Variant 1","1","Björn-Org line C","Org line C","Björn","Completed-Closed"
"1-690419865","Accepted-In Progress","2012/02/29 15:00:11.000","2012/02/29 15:00:11.000","Fluxicon Disco","Variant 3","3","Tomasz-Org line A2","Org line A2","Tomasz","Accepted-In Progress"
"1-690419865","Accepted-Wait","2012/03/12 15:43:18.000","2012/03/12 15:43:18.000","Fluxicon Disco","Variant 3","3","Tomasz-Org line A2","Org line A2","Tomasz","Accepted-Wait"
"1-690419865","Completed-Closed","2012/03/27 13:33:54.000","2012/03/27 13:33:54.000","Fluxicon Disco","Variant 3","3","Tomasz-Org line A2","Org line A2","Tomasz","Completed-Closed"
"1-690447511","Queued-Awaiting Assignment","2012/02/29 15:47:32.000","2012/02/29 15:47:32.000","Fluxicon Disco","Variant 286","286","Vesa-Org line C","Org line C","Vesa","Queued-Awaiting Assignment"
"1-690447511","Accepted-In Progress","2012/03/01 09:12:22.000","2012/03/01 09:12:22.000","Fluxicon Disco","Variant 286","286","Björn-Org line C","Org line C","Björn","Accepted-In Progress"
"1-690447511","Accepted-Wait","2012/03/07 10:23:55.000","2012/03/07 10:23:55.000","Fluxicon Disco","Variant 286","286","Björn-Org line C","Org line C","Björn","Accepted-Wait"
"1-690447511","Completed-Closed","2012/04/20 14:16:56.000","2012/04/20 14:16:56.000","Fluxicon Disco","Variant 286","286","Björn-Org line C","Org line C","Björn","Completed-Closed"
"1-690458151","Accepted-In Progress","2012/02/29 16:26:17.000","2012/02/29 16:26:17.000","Fluxicon Disco","Variant 1","1","Christer-Org line C","Org line C","Christer","Accepted-In Progress"
"1-690458151","Completed-Closed","2012/05/29 14:52:12.000","2012/05/29 14:52:12.000","Fluxicon Disco","Variant 1","1","Christer-Org line C","Org line C","Christer","Completed-Closed"
"1-690762471","Queued-Awaiting Assignment","2012/03/01 09:01:23.000","2012/03/01 09:01:23.000","Fluxicon Disco","Variant 22","22","Ryouhei-Org line C","Org line C","Ryouhei","Queued-Awaiting Assignment"
"1-690762471","Accepted-In Progress","2012/03/01 09:01:24.000","2012/03/01 09:01:24.000","Fluxicon Disco","Variant 22","22","Takashi-Org line C","Org line C","Takashi","Accepted-In Progress"
"1-690762471","Queued-Awaiting Assignment","2012/03/01 09:03:24.000","2012/03/01 09:03:24.000","Fluxicon Disco","Variant 22","22","Ryouhei-Org line C","Org line C","Ryouhei","Queued-Awaiting Assignment"
"1-690762471","Accepted-In Progress","2012/03/01 11:27:02.000","2012/03/01 11:27:02.000","Fluxicon Disco","Variant 22","22","Jun-Org line C","Org line C","Jun","Accepted-In Progress"
"1-690762471","Completed-Closed","2012/03/01 11:31:24.000","2012/03/01 11:31:24.000","Fluxicon Disco","Variant 22","22","Jun-Org line C","Org line C","Jun","Completed-Closed"
"1-690896014","Accepted-In Progress","2012/03/01 11:53:49.000","2012/03/01 11:53:49.000","Fluxicon Disco","Variant 1","1","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-690896014","Completed-Closed","2012/03/01 12:16:29.000","2012/03/01 12:16:29.000","Fluxicon Disco","Variant 1","1","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-690926911","Accepted-In Progress","2012/03/01 13:44:24.000","2012/03/01 13:44:24.000","Fluxicon Disco","Variant 1","1","Torbjörn-Org line G4","Org line G4","Torbjörn","Accepted-In Progress"
"1-690926911","Completed-Closed","2012/04/19 20:12:12.000","2012/04/19 20:12:12.000","Fluxicon Disco","Variant 1","1","Torbjörn-Org line G4","Org line G4","Torbjörn","Completed-Closed"
"1-690931471","Accepted-In Progress","2012/03/01 14:10:13.000","2012/03/01 14:10:13.000","Fluxicon Disco","Variant 5","5","John-Org line C","Org line C","John","Accepted-In Progress"
"1-690931471","Queued-Awaiting Assignment","2012/03/02 12:10:31.000","2012/03/02 12:10:31.000","Fluxicon Disco","Variant 5","5","John-Org line C","Org line C","John","Queued-Awaiting Assignment"
"1-690931471","Accepted-In Progress","2012/03/02 13:50:24.000","2012/03/02 13:50:24.000","Fluxicon Disco","Variant 5","5","John-Org line C","Org line C","John","Accepted-In Progress"
"1-690931471","Completed-Closed","2012/03/05 14:26:08.000","2012/03/05 14:26:08.000","Fluxicon Disco","Variant 5","5","John-Org line C","Org line C","John","Completed-Closed"
"1-691031201","Accepted-In Progress","2012/03/01 16:18:31.000","2012/03/01 16:18:31.000","Fluxicon Disco","Variant 1","1","Bharath-Org line G4","Org line G4","Bharath","Accepted-In Progress"
"1-691031201","Completed-Closed","2012/03/01 16:18:58.000","2012/03/01 16:18:58.000","Fluxicon Disco","Variant 1","1","Bharath-Org line G4","Org line G4","Bharath","Completed-Closed"
"1-691093464","Accepted-In Progress","2012/03/01 19:13:08.000","2012/03/01 19:13:08.000","Fluxicon Disco","Variant 287","287","Ing-Marie-Org line G4","Org line G4","Ing-Marie","Accepted-In Progress"
"1-691093464","Completed-Closed","2012/03/01 19:32:06.000","2012/03/01 19:32:06.000","Fluxicon Disco","Variant 287","287","Ing-Marie-Org line G4","Org line G4","Ing-Marie","Completed-Closed"
"1-691093464","Accepted-In Progress","2012/03/09 16:05:39.000","2012/03/09 16:05:39.000","Fluxicon Disco","Variant 287","287","Ing-Marie-Org line G4","Org line G4","Ing-Marie","Accepted-In Progress"
"1-691093464","Queued-Awaiting Assignment","2012/03/09 16:14:47.000","2012/03/09 16:14:47.000","Fluxicon Disco","Variant 287","287","Ing-Marie-Org line G4","Org line G4","Ing-Marie","Queued-Awaiting Assignment"
"1-691093464","Accepted-In Progress","2012/03/28 14:35:24.000","2012/03/28 14:35:24.000","Fluxicon Disco","Variant 287","287","Suresh-Org line G4","Org line G4","Suresh","Accepted-In Progress"
"1-691093464","Queued-Awaiting Assignment","2012/03/28 14:37:10.000","2012/03/28 14:37:10.000","Fluxicon Disco","Variant 287","287","Hari-Org line V5","Org line V5","Hari","Queued-Awaiting Assignment"
"1-691093464","Accepted-In Progress","2012/04/02 10:34:52.000","2012/04/02 10:34:52.000","Fluxicon Disco","Variant 287","287","Praveen-Org line V5","Org line V5","Praveen","Accepted-In Progress"
"1-691093464","Completed-Closed","2012/04/02 10:38:28.000","2012/04/02 10:38:28.000","Fluxicon Disco","Variant 287","287","Praveen-Org line V5","Org line V5","Praveen","Completed-Closed"
"1-691146566","Accepted-In Progress","2012/03/01 23:45:27.000","2012/03/01 23:45:27.000","Fluxicon Disco","Variant 1","1","Dusan-Org line A2","Org line A2","Dusan","Accepted-In Progress"
"1-691146566","Completed-Closed","2012/04/26 16:59:04.000","2012/04/26 16:59:04.000","Fluxicon Disco","Variant 1","1","Dusan-Org line A2","Org line A2","Dusan","Completed-Closed"
"1-691176158","Accepted-In Progress","2012/03/02 02:59:57.000","2012/03/02 02:59:57.000","Fluxicon Disco","Variant 1","1","Abby-Org line B","Org line B","Abby","Accepted-In Progress"
"1-691176158","Completed-Closed","2012/03/02 03:03:25.000","2012/03/02 03:03:25.000","Fluxicon Disco","Variant 1","1","Abby-Org line B","Org line B","Abby","Completed-Closed"
"1-691221687","Accepted-In Progress","2012/03/02 00:17:13.000","2012/03/02 00:17:13.000","Fluxicon Disco","Variant 288","288","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-691221687","Accepted-In Progress","2012/03/12 08:24:31.000","2012/03/12 08:24:31.000","Fluxicon Disco","Variant 288","288","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-691221687","Accepted-In Progress","2012/03/28 14:42:53.000","2012/03/28 14:42:53.000","Fluxicon Disco","Variant 288","288","Göran-Org line G4","Org line G4","Göran","Accepted-In Progress"
"1-691221687","Queued-Awaiting Assignment","2012/03/28 14:49:40.000","2012/03/28 14:49:40.000","Fluxicon Disco","Variant 288","288","Ulf-Org line C","Org line C","Ulf","Queued-Awaiting Assignment"
"1-691221687","Accepted-In Progress","2012/03/28 14:52:43.000","2012/03/28 14:52:43.000","Fluxicon Disco","Variant 288","288","Ulf-Org line C","Org line C","Ulf","Accepted-In Progress"
"1-691221687","Queued-Awaiting Assignment","2012/03/29 13:41:49.000","2012/03/29 13:41:49.000","Fluxicon Disco","Variant 288","288","Ulf-Org line C","Org line C","Ulf","Queued-Awaiting Assignment"
"1-691221687","Accepted-In Progress","2012/03/29 13:49:40.000","2012/03/29 13:49:40.000","Fluxicon Disco","Variant 288","288","Ulf-Org line C","Org line C","Ulf","Accepted-In Progress"
"1-691221687","Queued-Awaiting Assignment","2012/03/29 13:50:02.000","2012/03/29 13:50:02.000","Fluxicon Disco","Variant 288","288","Ulf-Org line C","Org line C","Ulf","Queued-Awaiting Assignment"
"1-691221687","Accepted-In Progress","2012/03/29 13:50:21.000","2012/03/29 13:50:21.000","Fluxicon Disco","Variant 288","288","Ulf-Org line C","Org line C","Ulf","Accepted-In Progress"
"1-691221687","Completed-Closed","2012/04/11 13:03:04.000","2012/04/11 13:03:04.000","Fluxicon Disco","Variant 288","288","Ulf-Org line C","Org line C","Ulf","Completed-Closed"
"1-691767241","Accepted-In Progress","2012/03/02 08:15:10.000","2012/03/02 08:15:10.000","Fluxicon Disco","Variant 10","10","Henrik-Org line C","Org line C","Henrik","Accepted-In Progress"
"1-691767241","Accepted-Assigned","2012/03/02 08:21:09.000","2012/03/02 08:21:09.000","Fluxicon Disco","Variant 10","10","Henrik-Org line C","Org line C","Henrik","Accepted-Assigned"
"1-691767241","Completed-Closed","2012/05/09 17:57:11.000","2012/05/09 17:57:11.000","Fluxicon Disco","Variant 10","10","Henrik-Org line C","Org line C","Henrik","Completed-Closed"
"1-691786096","Accepted-In Progress","2012/03/02 08:32:14.000","2012/03/02 08:32:14.000","Fluxicon Disco","Variant 289","289","Robert-Org line C","Org line C","Robert","Accepted-In Progress"
"1-691786096","Queued-Awaiting Assignment","2012/03/02 08:32:44.000","2012/03/02 08:32:44.000","Fluxicon Disco","Variant 289","289","Robert-Org line C","Org line C","Robert","Queued-Awaiting Assignment"
"1-691786096","Accepted-In Progress","2012/03/13 11:36:24.000","2012/03/13 11:36:24.000","Fluxicon Disco","Variant 289","289","Bhavesh-Org line C","Org line C","Bhavesh","Accepted-In Progress"
"1-691786096","Accepted-Assigned","2012/03/13 11:38:55.000","2012/03/13 11:38:55.000","Fluxicon Disco","Variant 289","289","Jörgen-Org line C","Org line C","Jörgen","Accepted-Assigned"
"1-691786096","Accepted-Assigned","2012/03/13 13:53:26.000","2012/03/13 13:53:26.000","Fluxicon Disco","Variant 289","289","Jörgen-Org line C","Org line C","Jörgen","Accepted-Assigned"
"1-691786096","Completed-Closed","2012/03/29 15:18:58.000","2012/03/29 15:18:58.000","Fluxicon Disco","Variant 289","289","Jörgen-Org line C","Org line C","Jörgen","Completed-Closed"
"1-691786330","Accepted-In Progress","2012/03/02 08:49:22.000","2012/03/02 08:49:22.000","Fluxicon Disco","Variant 28","28","Mahesh-Org line C","Org line C","Mahesh","Accepted-In Progress"
"1-691786330","Queued-Awaiting Assignment","2012/03/02 08:49:43.000","2012/03/02 08:49:43.000","Fluxicon Disco","Variant 28","28","Mahesh-Org line C","Org line C","Mahesh","Queued-Awaiting Assignment"
"1-691786330","Accepted-In Progress","2012/03/29 09:20:23.000","2012/03/29 09:20:23.000","Fluxicon Disco","Variant 28","28","Radha-Org line C","Org line C","Radha","Accepted-In Progress"
"1-691786330","Accepted-Assigned","2012/03/29 09:21:22.000","2012/03/29 09:21:22.000","Fluxicon Disco","Variant 28","28","Jonas-Org line C","Org line C","Jonas","Accepted-Assigned"
"1-691786330","Completed-Closed","2012/03/30 11:02:03.000","2012/03/30 11:02:03.000","Fluxicon Disco","Variant 28","28","Jonas-Org line C","Org line C","Jonas","Completed-Closed"
"1-691832225","Accepted-In Progress","2012/03/02 09:41:45.000","2012/03/02 09:41:45.000","Fluxicon Disco","Variant 1","1","Jonas-Org line C","Org line C","Jonas","Accepted-In Progress"
"1-691832225","Completed-Closed","2012/03/28 11:20:47.000","2012/03/28 11:20:47.000","Fluxicon Disco","Variant 1","1","Jonas-Org line C","Org line C","Jonas","Completed-Closed"
"1-692042197","Accepted-In Progress","2012/03/02 16:50:47.000","2012/03/02 16:50:47.000","Fluxicon Disco","Variant 4","4","Per-Erik-Org line C","Org line C","Per-Erik","Accepted-In Progress"
"1-692042197","Accepted-In Progress","2012/03/15 13:20:04.000","2012/03/15 13:20:04.000","Fluxicon Disco","Variant 4","4","Per-Erik-Org line C","Org line C","Per-Erik","Accepted-In Progress"
"1-692042197","Completed-Closed","2012/03/15 13:20:11.000","2012/03/15 13:20:11.000","Fluxicon Disco","Variant 4","4","Per-Erik-Org line C","Org line C","Per-Erik","Completed-Closed"
"1-692055495","Accepted-In Progress","2012/03/02 18:15:04.000","2012/03/02 18:15:04.000","Fluxicon Disco","Variant 5","5","Christopher-Org line V11","Org line V11","Christopher","Accepted-In Progress"
"1-692055495","Queued-Awaiting Assignment","2012/03/02 18:20:46.000","2012/03/02 18:20:46.000","Fluxicon Disco","Variant 5","5","Christopher-Org line V11","Org line V11","Christopher","Queued-Awaiting Assignment"
"1-692055495","Accepted-In Progress","2012/04/17 18:35:41.000","2012/04/17 18:35:41.000","Fluxicon Disco","Variant 5","5","Ralph-Org line C","Org line C","Ralph","Accepted-In Progress"
"1-692055495","Completed-Closed","2012/04/19 11:31:58.000","2012/04/19 11:31:58.000","Fluxicon Disco","Variant 5","5","Ralph-Org line C","Org line C","Ralph","Completed-Closed"
"1-692193396","Accepted-In Progress","2012/03/03 14:20:54.000","2012/03/03 14:20:54.000","Fluxicon Disco","Variant 2","2","Vesa-Org line C","Org line C","Vesa","Accepted-In Progress"
"1-692193396","Queued-Awaiting Assignment","2012/03/03 14:35:06.000","2012/03/03 14:35:06.000","Fluxicon Disco","Variant 2","2","Vesa-Org line C","Org line C","Vesa","Queued-Awaiting Assignment"
