"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","deadline","department","group","org:resource","org:group"
"case-9791","T11 Create document X request unlicensed","2011/10/05 15:07:29.219","2011/10/05 15:07:29.219","2011/11/22 01:06:40.010","2011/10/05 15:08:13.591","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9791","T12 Check document X request unlicensed","2011/10/05 15:07:44.418","2011/10/05 15:07:44.418","2011/11/22 01:06:40.010","2011/10/05 15:08:13.591","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-9791","T14 Determine document X request unlicensed","2011/10/05 15:08:00.214","2011/10/05 15:08:00.214","2011/11/22 01:06:40.010","2011/10/05 15:08:13.591","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-9791","T15 Print document X request unlicensed","2011/10/05 15:08:13.420","2011/10/05 15:08:13.420","2011/11/22 01:06:40.010","2011/10/05 15:08:13.591","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-9793","Confirmation of receipt","2011/10/04 11:26:13.158","2011/10/04 11:26:13.158","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-9793","T02 Check confirmation of receipt","2011/10/04 11:27:01.407","2011/10/04 11:27:01.407","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-9793","T04 Determine confirmation of receipt","2011/10/05 13:41:58.942","2011/10/05 13:41:58.942","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource10","EMPTY"
"case-9793","T05 Print and send confirmation of receipt","2011/10/05 15:08:39.793","2011/10/05 15:08:39.793","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-9793","T06 Determine necessity of stop advice","2011/10/05 15:08:54.142","2011/10/05 15:08:54.142","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9793","T10 Determine necessity to stop indication","2011/10/05 15:09:17.340","2011/10/05 15:09:17.340","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9793","T11 Create document X request unlicensed","2011/10/05 15:09:32.391","2011/10/05 15:09:32.391","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9793","T12 Check document X request unlicensed","2011/10/05 15:09:47.347","2011/10/05 15:09:47.347","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-9793","T14 Determine document X request unlicensed","2011/10/05 15:10:04.500","2011/10/05 15:10:04.500","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-9793","T15 Print document X request unlicensed","2011/10/05 15:10:19.089","2011/10/05 15:10:19.089","2011/11/22 01:06:40.010","2011/10/05 15:10:19.252","Resource01","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-9794","Confirmation of receipt","2011/10/10 09:52:01.554","2011/10/10 09:52:01.554","2011/11/22 01:06:40.010","2011/10/11 14:38:37.510","Resource05","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 5","Resource05","EMPTY"
"case-9794","T02 Check confirmation of receipt","2011/10/10 09:52:44.561","2011/10/10 09:52:44.561","2011/11/22 01:06:40.010","2011/10/11 14:38:37.510","Resource05","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 5","Resource05","Group 4"
"case-9794","T06 Determine necessity of stop advice","2011/10/10 09:53:05.367","2011/10/10 09:53:05.367","2011/11/22 01:06:40.010","2011/10/11 14:38:37.510","Resource05","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 5","Resource05","Group 1"
"case-9794","T04 Determine confirmation of receipt","2011/10/10 09:53:29.073","2011/10/10 09:53:29.073","2011/11/22 01:06:40.010","2011/10/11 14:38:37.510","Resource05","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 5","Resource05","Group 3"
"case-9794","T10 Determine necessity to stop indication","2011/10/10 09:53:54.198","2011/10/10 09:53:54.198","2011/11/22 01:06:40.010","2011/10/11 14:38:37.510","Resource05","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 5","Resource05","Group 1"
"case-9794","T05 Print and send confirmation of receipt","2011/10/10 09:54:32.900","2011/10/10 09:54:32.900","2011/11/22 01:06:40.010","2011/10/11 14:38:37.510","Resource05","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 5","Resource05","EMPTY"
"case-9796","Confirmation of receipt","2011/10/04 10:12:14.127","2011/10/04 10:12:14.127","2011/11/22 01:06:40.010","2011/10/26 11:19:51.767","Resource11","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource16","EMPTY"
"case-9796","T02 Check confirmation of receipt","2011/10/04 10:49:03.666","2011/10/04 10:49:03.666","2011/11/22 01:06:40.010","2011/10/26 11:19:51.767","Resource11","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource16","Group 4"
"case-9796","T04 Determine confirmation of receipt","2011/10/04 10:49:26.572","2011/10/04 10:49:26.572","2011/11/22 01:06:40.010","2011/10/26 11:19:51.767","Resource11","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource16","Group 3"
"case-9796","T05 Print and send confirmation of receipt","2011/10/04 10:49:48.580","2011/10/04 10:49:48.580","2011/11/22 01:06:40.010","2011/10/26 11:19:51.767","Resource11","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource16","Group 2"
"case-9796","T06 Determine necessity of stop advice","2011/10/04 10:50:12.328","2011/10/04 10:50:12.328","2011/11/22 01:06:40.010","2011/10/26 11:19:51.767","Resource11","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource16","Group 1"
"case-9796","T10 Determine necessity to stop indication","2011/10/04 10:50:44.667","2011/10/04 10:50:44.667","2011/11/22 01:06:40.010","2011/10/26 11:19:51.767","Resource11","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 8","Resource16","Group 1"
"case-9804","Confirmation of receipt","2011/10/04 08:24:58.199","2011/10/04 08:24:58.199","2011/08/19 01:06:40.020","2011/10/10 14:48:03.366","Resource11","Internet","2011/06/24 01:06:40.020","2011/08/19 01:06:40.000","General","Group 8","Resource11","EMPTY"
"case-9804","T06 Determine necessity of stop advice","2011/10/05 07:48:09.663","2011/10/05 07:48:09.663","2011/08/19 01:06:40.020","2011/10/10 14:48:03.366","Resource11","Internet","2011/06/24 01:06:40.020","2011/08/19 01:06:40.000","General","Group 8","Resource11","Group 1"
"case-9804","T02 Check confirmation of receipt","2011/10/05 07:49:01.184","2011/10/05 07:49:01.184","2011/08/19 01:06:40.020","2011/10/10 14:48:03.366","Resource11","Internet","2011/06/24 01:06:40.020","2011/08/19 01:06:40.000","General","Group 8","Resource11","EMPTY"
"case-9804","T04 Determine confirmation of receipt","2011/10/05 07:51:06.795","2011/10/05 07:51:06.795","2011/08/19 01:06:40.020","2011/10/10 14:48:03.366","Resource11","Internet","2011/06/24 01:06:40.020","2011/08/19 01:06:40.000","General","Group 8","Resource11","EMPTY"
"case-9804","T05 Print and send confirmation of receipt","2011/10/05 07:52:16.526","2011/10/05 07:52:16.526","2011/08/19 01:06:40.020","2011/10/10 14:48:03.366","Resource11","Internet","2011/06/24 01:06:40.020","2011/08/19 01:06:40.000","General","Group 8","Resource11","EMPTY"
"case-9804","T10 Determine necessity to stop indication","2011/10/05 07:52:52.344","2011/10/05 07:52:52.344","2011/08/19 01:06:40.020","2011/10/10 14:48:03.366","Resource11","Internet","2011/06/24 01:06:40.020","2011/08/19 01:06:40.000","General","Group 8","Resource11","Group 1"
"case-9823","Confirmation of receipt","2011/10/13 17:56:27.069","2011/10/13 17:56:27.069","2011/10/26 01:06:40.020","2011/10/26 09:46:21.997","Resource01","Internet","2011/07/13 01:06:40.020","2011/10/26 01:06:40.000","General","Group 8","Resource01","EMPTY"
"case-9823","T06 Determine necessity of stop advice","2011/10/13 17:57:06.123","2011/10/13 17:57:06.123","2011/10/26 01:06:40.020","2011/10/26 09:46:21.997","Resource01","Internet","2011/07/13 01:06:40.020","2011/10/26 01:06:40.000","General","Group 8","Resource01","Group 1"
"case-9823","T02 Check confirmation of receipt","2011/10/13 17:57:26.894","2011/10/13 17:57:26.894","2011/10/26 01:06:40.020","2011/10/26 09:46:21.997","Resource01","Internet","2011/07/13 01:06:40.020","2011/10/26 01:06:40.000","General","Group 8","Resource01","Group 4"
"case-9823","T10 Determine necessity to stop indication","2011/10/13 17:57:46.535","2011/10/13 17:57:46.535","2011/10/26 01:06:40.020","2011/10/26 09:46:21.997","Resource01","Internet","2011/07/13 01:06:40.020","2011/10/26 01:06:40.000","General","Group 8","Resource01","Group 1"
"case-9823","T04 Determine confirmation of receipt","2011/10/13 17:58:10.389","2011/10/13 17:58:10.389","2011/10/26 01:06:40.020","2011/10/26 09:46:21.997","Resource01","Internet","2011/07/13 01:06:40.020","2011/10/26 01:06:40.000","General","Group 8","Resource01","Group 3"
"case-9823","T05 Print and send confirmation of receipt","2011/10/13 17:58:34.636","2011/10/13 17:58:34.636","2011/10/26 01:06:40.020","2011/10/26 09:46:21.997","Resource01","Internet","2011/07/13 01:06:40.020","2011/10/26 01:06:40.000","General","Group 8","Resource01","Group 2"
"case-9826","Confirmation of receipt","2011/11/30 12:44:49.990","2011/11/30 12:44:49.990","2011/11/23 01:06:40.010","2011/11/30 12:44:48.919","Resource22","Internet","2011/09/28 01:06:40.020","2011/11/23 01:06:40.000","General","Group 5","admin2","EMPTY"
"case-9837","Confirmation of receipt","2011/12/13 12:11:46.729","2011/12/13 12:11:46.729","2011/12/19 00:00:00.010",,"Resource21","Internet","2011/09/30 01:06:40.020","2011/12/19 00:00:00.000","General","Group 2","Resource21","EMPTY"
"case-9839","Confirmation of receipt","2011/10/05 10:47:10.795","2011/10/05 10:47:10.795","2011/11/25 01:06:40.010","2011/10/27 12:08:55.838","Resource11","Internet","2011/09/30 01:06:40.020","2011/11/25 01:06:40.000","General","Group 8","Resource16","EMPTY"
"case-9839","T02 Check confirmation of receipt","2011/10/05 10:47:53.279","2011/10/05 10:47:53.279","2011/11/25 01:06:40.010","2011/10/27 12:08:55.838","Resource11","Internet","2011/09/30 01:06:40.020","2011/11/25 01:06:40.000","General","Group 8","Resource16","Group 4"
"case-9839","T04 Determine confirmation of receipt","2011/10/05 10:48:23.828","2011/10/05 10:48:23.828","2011/11/25 01:06:40.010","2011/10/27 12:08:55.838","Resource11","Internet","2011/09/30 01:06:40.020","2011/11/25 01:06:40.000","General","Group 8","Resource16","Group 3"
"case-9839","T05 Print and send confirmation of receipt","2011/10/05 10:48:46.355","2011/10/05 10:48:46.355","2011/11/25 01:06:40.010","2011/10/27 12:08:55.838","Resource11","Internet","2011/09/30 01:06:40.020","2011/11/25 01:06:40.000","General","Group 8","Resource16","Group 2"
"case-9839","T06 Determine necessity of stop advice","2011/10/05 10:49:15.759","2011/10/05 10:49:15.759","2011/11/25 01:06:40.010","2011/10/27 12:08:55.838","Resource11","Internet","2011/09/30 01:06:40.020","2011/11/25 01:06:40.000","General","Group 8","Resource16","Group 1"
"case-9839","T10 Determine necessity to stop indication","2011/10/05 10:49:51.324","2011/10/05 10:49:51.324","2011/11/25 01:06:40.010","2011/10/27 12:08:55.838","Resource11","Internet","2011/09/30 01:06:40.020","2011/11/25 01:06:40.000","General","Group 8","Resource16","Group 1"
"case-9844","Confirmation of receipt","2011/11/15 09:45:23.438","2011/11/15 09:45:23.438","2011/12/18 23:00:00.010","2011/11/15 09:45:22.531","Resource20","Internet","2011/09/30 00:00:00.020","2011/12/18 23:00:00.000","General",,"admin2","EMPTY"
"case-9845","Confirmation of receipt","2011/11/15 09:46:02.943","2011/11/15 09:46:02.943","2011/12/18 23:00:00.010","2011/11/15 09:46:01.946","Resource20","Internet","2011/09/30 00:00:00.020","2011/12/18 23:00:00.000","General",,"admin2","EMPTY"
"case-9860","Confirmation of receipt","2011/10/13 15:15:49.560","2011/10/13 15:15:49.560","2011/11/22 00:00:00.010","2012/01/18 10:43:56.634","Resource14","Internet","2011/09/27 01:06:40.020","2011/11/22 00:00:00.000","General","Group 5","Resource14","EMPTY"
"case-9860","T02 Check confirmation of receipt","2011/10/13 15:16:20.578","2011/10/13 15:16:20.578","2011/11/22 00:00:00.010","2012/01/18 10:43:56.634","Resource14","Internet","2011/09/27 01:06:40.020","2011/11/22 00:00:00.000","General","Group 5","Resource14","Group 4"
"case-9860","T04 Determine confirmation of receipt","2011/10/13 15:16:43.584","2011/10/13 15:16:43.584","2011/11/22 00:00:00.010","2012/01/18 10:43:56.634","Resource14","Internet","2011/09/27 01:06:40.020","2011/11/22 00:00:00.000","General","Group 5","Resource14","Group 3"
"case-9860","T05 Print and send confirmation of receipt","2011/10/13 15:17:02.372","2011/10/13 15:17:02.372","2011/11/22 00:00:00.010","2012/01/18 10:43:56.634","Resource14","Internet","2011/09/27 01:06:40.020","2011/11/22 00:00:00.000","General","Group 5","Resource14","Group 2"
"case-9860","T06 Determine necessity of stop advice","2011/10/13 15:31:53.957","2011/10/13 15:31:53.957","2011/11/22 00:00:00.010","2012/01/18 10:43:56.634","Resource14","Internet","2011/09/27 01:06:40.020","2011/11/22 00:00:00.000","General","Group 5","Resource14","Group 1"
"case-9860","T10 Determine necessity to stop indication","2011/11/24 11:41:40.227","2011/11/24 11:41:40.227","2011/11/22 00:00:00.010","2012/01/18 10:43:56.634","Resource14","Internet","2011/09/27 01:06:40.020","2011/11/22 00:00:00.000","General","Group 5","Resource14","Group 1"
"case-9870","Confirmation of receipt","2011/10/03 12:26:45.990","2011/10/03 12:26:45.990","2011/11/04 01:06:40.010","2011/10/31 15:58:24.653","Resource23","Internet","2011/07/08 01:06:40.020","2011/11/04 01:06:40.000","General","Group 5","Resource23","Group 1"
"case-9870","T02 Check confirmation of receipt","2011/10/03 12:27:55.320","2011/10/03 12:27:55.320","2011/11/04 01:06:40.010","2011/10/31 15:58:24.653","Resource23","Internet","2011/07/08 01:06:40.020","2011/11/04 01:06:40.000","General","Group 5","Resource23","EMPTY"
"case-9870","T04 Determine confirmation of receipt","2011/10/03 12:28:26.193","2011/10/03 12:28:26.193","2011/11/04 01:06:40.010","2011/10/31 15:58:24.653","Resource23","Internet","2011/07/08 01:06:40.020","2011/11/04 01:06:40.000","General","Group 5","Resource23","Group 3"
"case-9870","T05 Print and send confirmation of receipt","2011/10/03 12:29:44.815","2011/10/03 12:29:44.815","2011/11/04 01:06:40.010","2011/10/31 15:58:24.653","Resource23","Internet","2011/07/08 01:06:40.020","2011/11/04 01:06:40.000","General","Group 5","Resource23","Group 2"
"case-9870","T06 Determine necessity of stop advice","2011/10/03 12:32:06.531","2011/10/03 12:32:06.531","2011/11/04 01:06:40.010","2011/10/31 15:58:24.653","Resource23","Internet","2011/07/08 01:06:40.020","2011/11/04 01:06:40.000","General","Group 5","Resource23","Group 1"
"case-9870","T10 Determine necessity to stop indication","2011/10/03 12:32:36.095","2011/10/03 12:32:36.095","2011/11/04 01:06:40.010","2011/10/31 15:58:24.653","Resource23","Internet","2011/07/08 01:06:40.020","2011/11/04 01:06:40.000","General","Group 5","Resource23","Group 1"
"case-9883","Confirmation of receipt","2011/11/24 14:05:19.191","2011/11/24 14:05:19.191","2011/11/29 00:00:00.010","2012/01/09 16:47:20.282","Resource09","Internet","2011/10/04 01:06:40.020","2012/01/10 00:00:00.000","General","Group 5","Resource09","EMPTY"
"case-9883","T02 Check confirmation of receipt","2011/11/24 14:05:55.077","2011/11/24 14:05:55.077","2011/11/29 00:00:00.010","2012/01/09 16:47:20.282","Resource09","Internet","2011/10/04 01:06:40.020","2012/01/10 00:00:00.000","General","Group 5","Resource09","Group 4"
"case-9883","T04 Determine confirmation of receipt","2011/11/24 14:07:05.561","2011/11/24 14:07:05.561","2011/11/29 00:00:00.010","2012/01/09 16:47:20.282","Resource09","Internet","2011/10/04 01:06:40.020","2012/01/10 00:00:00.000","General","Group 5","Resource09","Group 3"
"case-9883","T05 Print and send confirmation of receipt","2011/11/24 14:07:33.305","2011/11/24 14:07:33.305","2011/11/29 00:00:00.010","2012/01/09 16:47:20.282","Resource09","Internet","2011/10/04 01:06:40.020","2012/01/10 00:00:00.000","General","Group 5","Resource09","Group 2"
"case-9883","T06 Determine necessity of stop advice","2011/11/24 14:08:10.995","2011/11/24 14:08:10.995","2011/11/29 00:00:00.010","2012/01/09 16:47:20.282","Resource09","Internet","2011/10/04 01:06:40.020","2012/01/10 00:00:00.000","General","Group 5","Resource09","Group 1"
"case-9883","T10 Determine necessity to stop indication","2011/11/24 14:08:57.511","2011/11/24 14:08:57.511","2011/11/29 00:00:00.010","2012/01/09 16:47:20.282","Resource09","Internet","2011/10/04 01:06:40.020","2012/01/10 00:00:00.000","General","Group 5","Resource09","Group 1"
"case-9884","Confirmation of receipt","2011/10/10 10:05:57.552","2011/10/10 10:05:57.552","2011/11/29 09:06:52.777","2011/10/27 12:18:43.686","Resource11","Internet","2011/10/04 09:06:52.777","2011/11/29 09:06:52.777","General","Group 8","Resource03","EMPTY"
"case-9884","T02 Check confirmation of receipt","2011/10/10 10:21:44.804","2011/10/10 10:21:44.804","2011/11/29 09:06:52.777","2011/10/27 12:18:43.686","Resource11","Internet","2011/10/04 09:06:52.777","2011/11/29 09:06:52.777","General","Group 8","Resource03","Group 4"
"case-9884","T04 Determine confirmation of receipt","2011/10/10 10:22:01.954","2011/10/10 10:22:01.954","2011/11/29 09:06:52.777","2011/10/27 12:18:43.686","Resource11","Internet","2011/10/04 09:06:52.777","2011/11/29 09:06:52.777","General","Group 8","Resource03","Group 3"
"case-9884","T05 Print and send confirmation of receipt","2011/10/10 10:22:18.846","2011/10/10 10:22:18.846","2011/11/29 09:06:52.777","2011/10/27 12:18:43.686","Resource11","Internet","2011/10/04 09:06:52.777","2011/11/29 09:06:52.777","General","Group 8","Resource03","Group 2"
"case-9884","T06 Determine necessity of stop advice","2011/10/10 10:22:41.765","2011/10/10 10:22:41.765","2011/11/29 09:06:52.777","2011/10/27 12:18:43.686","Resource11","Internet","2011/10/04 09:06:52.777","2011/11/29 09:06:52.777","General","Group 8","Resource03","Group 1"
"case-9884","T10 Determine necessity to stop indication","2011/10/10 10:23:04.339","2011/10/10 10:23:04.339","2011/11/29 09:06:52.777","2011/10/27 12:18:43.686","Resource11","Internet","2011/10/04 09:06:52.777","2011/11/29 09:06:52.777","General","Group 8","Resource03","Group 1"
"case-9885","Confirmation of receipt","2011/10/07 12:35:08.589","2011/10/07 12:35:08.589","2011/12/08 01:06:40.010","2011/11/25 09:48:38.851","Resource13","Internet","2011/10/04 01:06:40.020","2011/12/08 01:06:40.000","General","Group 5","Resource13","EMPTY"
"case-9885","T06 Determine necessity of stop advice","2011/10/07 12:35:30.666","2011/10/07 12:35:30.666","2011/12/08 01:06:40.010","2011/11/25 09:48:38.851","Resource13","Internet","2011/10/04 01:06:40.020","2011/12/08 01:06:40.000","General","Group 5","Resource13","Group 1"
"case-9885","T02 Check confirmation of receipt","2011/10/07 12:36:19.161","2011/10/07 12:36:19.161","2011/12/08 01:06:40.010","2011/11/25 09:48:38.851","Resource13","Internet","2011/10/04 01:06:40.020","2011/12/08 01:06:40.000","General","Group 5","Resource13","EMPTY"
"case-9885","T04 Determine confirmation of receipt","2011/10/07 12:37:13.471","2011/10/07 12:37:13.471","2011/12/08 01:06:40.010","2011/11/25 09:48:38.851","Resource13","Internet","2011/10/04 01:06:40.020","2011/12/08 01:06:40.000","General","Group 5","Resource13","EMPTY"
"case-9885","T05 Print and send confirmation of receipt","2011/10/07 12:37:42.893","2011/10/07 12:37:42.893","2011/12/08 01:06:40.010","2011/11/25 09:48:38.851","Resource13","Internet","2011/10/04 01:06:40.020","2011/12/08 01:06:40.000","General","Group 5","Resource13","EMPTY"
"case-9885","T10 Determine necessity to stop indication","2011/10/07 12:37:59.264","2011/10/07 12:37:59.264","2011/12/08 01:06:40.010","2011/11/25 09:48:38.851","Resource13","Internet","2011/10/04 01:06:40.020","2011/12/08 01:06:40.000","General","Group 5","Resource13","Group 1"
"case-9886","Confirmation of receipt","2011/10/10 11:56:12.906","2011/10/10 11:56:12.906","2011/11/29 09:19:19.745","2011/10/18 14:40:05.269","Resource03","Internet","2011/10/04 09:19:19.745","2011/11/29 09:19:19.745","General","Group 2","Resource03","EMPTY"
"case-9886","T02 Check confirmation of receipt","2011/10/10 11:56:54.629","2011/10/10 11:56:54.629","2011/11/29 09:19:19.745","2011/10/18 14:40:05.269","Resource03","Internet","2011/10/04 09:19:19.745","2011/11/29 09:19:19.745","General","Group 2","Resource03","Group 4"
"case-9886","T04 Determine confirmation of receipt","2011/10/10 11:57:09.725","2011/10/10 11:57:09.725","2011/11/29 09:19:19.745","2011/10/18 14:40:05.269","Resource03","Internet","2011/10/04 09:19:19.745","2011/11/29 09:19:19.745","General","Group 2","Resource03","Group 3"
"case-9886","T05 Print and send confirmation of receipt","2011/10/10 11:57:24.160","2011/10/10 11:57:24.160","2011/11/29 09:19:19.745","2011/10/18 14:40:05.269","Resource03","Internet","2011/10/04 09:19:19.745","2011/11/29 09:19:19.745","General","Group 2","Resource03","Group 2"
"case-9886","T06 Determine necessity of stop advice","2011/10/10 12:23:56.500","2011/10/10 12:23:56.500","2011/11/29 09:19:19.745","2011/10/18 14:40:05.269","Resource03","Internet","2011/10/04 09:19:19.745","2011/11/29 09:19:19.745","General","Group 2","Resource03","Group 1"
"case-9886","T10 Determine necessity to stop indication","2011/10/10 12:24:29.467","2011/10/10 12:24:29.467","2011/11/29 09:19:19.745","2011/10/18 14:40:05.269","Resource03","Internet","2011/10/04 09:19:19.745","2011/11/29 09:19:19.745","General","Group 2","Resource03","Group 1"
"case-9887","Confirmation of receipt","2011/10/12 09:12:32.218","2011/10/12 09:12:32.218","2011/11/29 09:24:23.041","2011/10/12 00:00:00.020","Resource23","Internet","2011/10/04 09:24:23.041","2011/11/29 09:24:23.041","General","Group 5","Resource30","EMPTY"
"case-9887","T06 Determine necessity of stop advice","2011/10/12 09:13:03.103","2011/10/12 09:13:03.103","2011/11/29 09:24:23.041","2011/10/12 00:00:00.020","Resource23","Internet","2011/10/04 09:24:23.041","2011/11/29 09:24:23.041","General","Group 5","Resource30","Group 1"
"case-9887","T10 Determine necessity to stop indication","2011/10/12 09:13:22.808","2011/10/12 09:13:22.808","2011/11/29 09:24:23.041","2011/10/12 00:00:00.020","Resource23","Internet","2011/10/04 09:24:23.041","2011/11/29 09:24:23.041","General","Group 5","Resource30","Group 1"
"case-9887","T02 Check confirmation of receipt","2011/10/13 07:45:02.665","2011/10/13 07:45:02.665","2011/11/29 09:24:23.041","2011/10/12 00:00:00.020","Resource23","Internet","2011/10/04 09:24:23.041","2011/11/29 09:24:23.041","General","Group 5","admin2","EMPTY"
"case-9888","Confirmation of receipt","2011/10/24 15:31:38.520","2011/10/24 15:31:38.520","2011/11/22 01:06:40.010","2011/10/24 15:31:37.489","Resource35","Internet","2011/09/27 01:06:40.020","2011/11/22 01:06:40.000","General","Group 7","admin2","EMPTY"
"case-9890","Confirmation of receipt","2011/10/10 10:51:30.841","2011/10/10 10:51:30.841","2011/11/29 09:31:36.900","2011/10/27 11:35:45.803","Resource11","Internet","2011/10/04 09:31:36.900","2011/11/29 09:31:36.900","General","Group 8","Resource03","EMPTY"
"case-9890","T02 Check confirmation of receipt","2011/10/10 10:51:53.044","2011/10/10 10:51:53.044","2011/11/29 09:31:36.900","2011/10/27 11:35:45.803","Resource11","Internet","2011/10/04 09:31:36.900","2011/11/29 09:31:36.900","General","Group 8","Resource03","Group 4"
"case-9890","T04 Determine confirmation of receipt","2011/10/10 10:52:13.396","2011/10/10 10:52:13.396","2011/11/29 09:31:36.900","2011/10/27 11:35:45.803","Resource11","Internet","2011/10/04 09:31:36.900","2011/11/29 09:31:36.900","General","Group 8","Resource03","Group 3"
"case-9890","T05 Print and send confirmation of receipt","2011/10/10 10:52:27.424","2011/10/10 10:52:27.424","2011/11/29 09:31:36.900","2011/10/27 11:35:45.803","Resource11","Internet","2011/10/04 09:31:36.900","2011/11/29 09:31:36.900","General","Group 8","Resource03","Group 2"
"case-9890","T06 Determine necessity of stop advice","2011/10/10 10:52:43.675","2011/10/10 10:52:43.675","2011/11/29 09:31:36.900","2011/10/27 11:35:45.803","Resource11","Internet","2011/10/04 09:31:36.900","2011/11/29 09:31:36.900","General","Group 8","Resource03","Group 1"
"case-9890","T10 Determine necessity to stop indication","2011/10/10 10:53:04.545","2011/10/10 10:53:04.545","2011/11/29 09:31:36.900","2011/10/27 11:35:45.803","Resource11","Internet","2011/10/04 09:31:36.900","2011/11/29 09:31:36.900","General","Group 8","Resource03","Group 1"
"case-9892","Confirmation of receipt","2011/10/07 16:12:59.069","2011/10/07 16:12:59.069","2011/11/24 01:06:40.010","2011/10/26 11:44:41.624","Resource11","Internet","2011/09/29 01:06:40.020","2011/11/24 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-9892","T02 Check confirmation of receipt","2011/10/07 16:13:52.394","2011/10/07 16:13:52.394","2011/11/24 01:06:40.010","2011/10/26 11:44:41.624","Resource11","Internet","2011/09/29 01:06:40.020","2011/11/24 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-9892","T04 Determine confirmation of receipt","2011/10/07 16:14:08.421","2011/10/07 16:14:08.421","2011/11/24 01:06:40.010","2011/10/26 11:44:41.624","Resource11","Internet","2011/09/29 01:06:40.020","2011/11/24 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-9892","T05 Print and send confirmation of receipt","2011/10/07 16:14:20.841","2011/10/07 16:14:20.841","2011/11/24 01:06:40.010","2011/10/26 11:44:41.624","Resource11","Internet","2011/09/29 01:06:40.020","2011/11/24 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-9892","T06 Determine necessity of stop advice","2011/10/07 16:55:53.075","2011/10/07 16:55:53.075","2011/11/24 01:06:40.010","2011/10/26 11:44:41.624","Resource11","Internet","2011/09/29 01:06:40.020","2011/11/24 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9892","T10 Determine necessity to stop indication","2011/10/07 16:56:16.241","2011/10/07 16:56:16.241","2011/11/24 01:06:40.010","2011/10/26 11:44:41.624","Resource11","Internet","2011/09/29 01:06:40.020","2011/11/24 01:06:40.000","General","Group 8","Resource03","Group 1"
